Code_commune_INSEE;Nom_commune;Code_postal;Prefix_codpos;Libelle_acheminement;Libelle_acheminement_len;Ligne_5;coordonnees_gps
33162;EYSINES;33320;33;EYSINES;7;;44.8968698852, -0.666404713084
33166;LE FIEU;33230;33;LE FIEU;7;;45.0646115139, -0.106402180132
33172;FOURS;33390;33;FOURS;5;;45.1614457931, -0.635053100817
33174;FRONSAC;33126;33;FRONSAC;7;;44.9271630379, -0.290628388761
33176;GABARNAC;33410;33;GABARNAC;8;;44.6407642381, -0.28112902965
33180;GANS;33430;33;GANS;4;;44.4153126587, -0.214072463559
33194;GREZILLAC;33420;33;GREZILLAC;9;;44.8153899844, -0.202738807758
33200;LE HAILLAN;33185;33;LE HAILLAN;10;;44.8695964659, -0.684381518492
33205;ILLATS;33720;33;ILLATS;6;;44.5870525693, -0.418776559609
33209;JUGAZAN;33420;33;JUGAZAN;7;;44.8153899844, -0.202738807758
28395;TRIZAY COUTRETOT ST SERGE;28400;28;TRIZAY COUTRETOT ST SERGE;25;;48.316276782, 0.876002889595
28406;EOLE EN BEAUCE;28140;28;EOLE EN BEAUCE;14;GERMIGNONVILLE;48.126624104, 1.68210405162
28406;EOLE EN BEAUCE;28150;28;EOLE EN BEAUCE;14;FAINS LA FOLIE;48.2899711985, 1.68359486694
28408;VIERVILLE;28700;28;VIERVILLE;9;;48.4174133692, 1.78775113893
28410;VILLAMPUY;28200;28;VILLAMPUY;9;;48.0750607367, 1.3674487976
28417;VILLIERS LE MORHIER;28130;28;VILLIERS LE MORHIER;19;;48.5762358291, 1.58416932741
28421;VOISE;28700;28;VOISE;5;;48.4174133692, 1.78775113893
28422;LES VILLAGES VOVEENS;28150;28;LES VILLAGES VOVEENS;20;MONTAINVILLE;48.2899711985, 1.68359486694
29006;BENODET;29950;29;BENODET;7;;47.9011430985, -4.09292071146
29015;BOURG BLANC;29860;29;BOURG BLANC;11;;48.5072852164, -4.44045299523
29032;CLOHARS FOUESNANT;29950;29;CLOHARS FOUESNANT;17;;47.9011430985, -4.09292071146
29037;COMBRIT;29120;29;COMBRIT;7;;47.8679473907, -4.24180509959
29057;LA FORET FOUESNANT;29940;29;LA FORET FOUESNANT;18;;47.9209192878, -3.96779654051
29064;GOULVEN;29890;29;GOULVEN;7;;48.6454148535, -4.34605621713
29066;GUENGAT;29180;29;GUENGAT;7;;48.0793827712, -4.16636878922
29068;GUICLAN;29410;29;GUICLAN;7;;48.4944200655, -3.89854217
29071;GUILLIGOMARC H;29300;29;GUILLIGOMARC H;14;;47.8873949652, -3.50770502576
29080;HOPITAL CAMFROUT;29460;29;L HOPITAL CAMFROUT;18;;48.3533859452, -4.19810642706
29084;ILE MOLENE;29259;29;ILE MOLENE;10;;48.3953471284, -4.96008472882
29093;KERNILIS;29260;29;KERNILIS;8;;48.561367931, -4.32357383593
29101;LANDEDA;29870;29;LANDEDA;7;;48.5578339908, -4.54140590584
29108;LANDUDEC;29710;29;LANDUDEC;8;;47.9856225237, -4.31109257219
29112;LANILDUT;29840;29;LANILDUT;8;;48.5120330691, -4.73920454797
29116;LANNEUFFRET;29400;29;LANNEUFFRET;11;;48.4991644596, -4.09313587809
29120;LANVEOC;29160;29;LANVEOC;7;;48.2509456374, -4.48250403015
29126;LOC BREVALAIRE;29260;29;LOC BREVALAIRE;14;;48.561367931, -4.32357383593
29129;LOCMARIA BERRIEN;29690;29;LOCMARIA BERRIEN;16;;48.371179439, -3.78833923671
29145;CONFORT MEILARS;29790;29;CONFORT MEILARS;15;;48.0541879472, -4.46870916199
29146;MELGVEN;29140;29;MELGVEN;7;;47.9522669314, -3.84121638089
29156;PENCRAN;29800;29;PENCRAN;7;;48.4525706472, -4.22281449983
29163;PLEYBER CHRIST;29410;29;PLEYBER CHRIST;14;;48.4944200655, -3.89854217
29169;PLOGONNEC;29180;29;PLOGONNEC;9;;48.0793827712, -4.16636878922
29173;PLONEIS;29710;29;PLONEIS;7;;47.9856225237, -4.31109257219
29178;PLOUDALMEZEAU;29830;29;PLOUDALMEZEAU;13;;48.5288495464, -4.64332809681
29178;PLOUDALMEZEAU;29830;29;PLOUDALMEZEAU;13;PORTSALL;48.5288495464, -4.64332809681
29189;PLOUGASTEL DAOULAS;29470;29;PLOUGASTEL DAOULAS;18;;48.3674331518, -4.36175367065
29193;PLOUGOURVEST;29400;29;PLOUGOURVEST;12;;48.4991644596, -4.09313587809
29195;PLOUGUERNEAU;29880;29;PLOUGUERNEAU;12;;48.6082093608, -4.46096917427
29199;PLOUIGNEAU;29610;29;PLOUIGNEAU;10;;48.5789578669, -3.7146289967
29203;PLOUNEOUR TREZ;29890;29;PLOUNEOUR TREZ;14;;48.6454148535, -4.34605621713
29209;PLOUVIEN;29860;29;PLOUVIEN;8;;48.5072852164, -4.44045299523
29214;PLOVAN;29720;29;PLOVAN;6;;47.9104464367, -4.30004549098
29216;PLUGUFFAN;29700;29;PLUGUFFAN;9;;47.9557228551, -4.17033368764
29219;LE PONTHOU;29650;29;LE PONTHOU;10;;48.5310739903, -3.6118782406
29222;PORT LAUNAY;29150;29;PORT LAUNAY;11;;48.1891302996, -4.12434734749
29225;POULDREUZIC;29710;29;POULDREUZIC;11;;47.9856225237, -4.31109257219
29229;QUEMENEVEN;29180;29;QUEMENEVEN;10;;48.0793827712, -4.16636878922
29241;ROSPORDEN;29140;29;ROSPORDEN;9;;47.9522669314, -3.84121638089
29241;ROSPORDEN;29140;29;ROSPORDEN;9;KERNEVEL;47.9522669314, -3.84121638089
29243;ST COULITZ;29150;29;ST COULITZ;10;;48.1891302996, -4.12434734749
29247;ST EVARZEC;29170;29;ST EVARZEC;10;;47.912618887, -4.02039306441
29250;ST HERNIN;29270;29;ST HERNIN;9;;48.2542377474, -3.60710668308
29251;ST JEAN DU DOIGT;29630;29;ST JEAN DU DOIGT;16;;48.6746083543, -3.7940474751
29255;ST MEEN;29260;29;ST MEEN;7;;48.561367931, -4.32357383593
29256;ST NIC;29550;29;ST NIC;6;;48.1687142961, -4.23322522108
29261;ST RIVOAL;29190;29;ST RIVOAL;9;;48.2519856293, -3.95679953662
29277;SIZUN;29450;29;SIZUN;5;;48.3997146924, -4.03661538866
29284;TREFFIAGAT;29730;29;TREFFIAGAT;10;;47.80414483, -4.26610695
29285;TREFLAOUENAN;29440;29;TREFLAOUENAN;12;;48.5805315546, -4.12744185635
29287;TREFLEZ;29430;29;TREFLEZ;7;;48.6194750242, -4.20707342526
29291;TREGOUREZ;29970;29;TREGOUREZ;9;;48.1055063701, -3.87100493419
29292;TREGUENNEC;29720;29;TREGUENNEC;10;;47.9104464367, -4.30004549098
83106;ROCBARON;83136;83;ROCBARON;8;;43.3189733886, 5.98942821471
83107;ROQUEBRUNE SUR ARGENS;83520;83;ROQUEBRUNE SUR ARGENS;21;;43.4286195636, 6.65195663362
83112;ST CYR SUR MER;83270;83;ST CYR SUR MER;14;LA MADRAGUE;43.1726377038, 5.70862543611
83112;ST CYR SUR MER;83270;83;ST CYR SUR MER;14;LES BAUMELLES;43.1726377038, 5.70862543611
83117;ST PAUL EN FORET;83440;83;ST PAUL EN FORET;16;;43.6294442313, 6.71670662623
83125;SEILLONS SOURCE D ARGENS;83470;83;SEILLONS SOURCE D ARGENS;24;;43.479442652, 5.84137337799
83126;LA SEYNE SUR MER;83500;83;LA SEYNE SUR MER;16;TAMARIS SUR MER;43.0889033839, 5.87071213216
83129;SIX FOURS LES PLAGES;83140;83;SIX FOURS LES PLAGES;20;;43.0867535374, 5.8292161637
83138;TOURRETTES;83440;83;TOURRETTES;10;;43.6294442313, 6.71670662623
83140;TOURVES;83170;83;TOURVES;7;;43.3988588214, 6.01212360255
83152;RAYOL CANADEL SUR MER;83820;83;RAYOL CANADEL SUR MER;21;CANADEL;43.1644119646, 6.47547585523
83153;ST MANDRIER SUR MER;83430;83;ST MANDRIER SUR MER;19;;43.0757575636, 5.92712583865
84001;ALTHEN DES PALUDS;84210;84;ALTHEN DES PALUDS;17;;43.9898251077, 5.08841952046
84010;LA BASTIDONNE;84120;84;LA BASTIDONNE;13;;43.7091986566, 5.61120901003
84014;BEAUMONT DE PERTUIS;84120;84;BEAUMONT DE PERTUIS;19;;43.7091986566, 5.61120901003
84018;BLAUVAC;84570;84;BLAUVAC;7;;44.041156223, 5.23123539059
84020;BONNIEUX;84480;84;BONNIEUX;8;;43.8257511419, 5.32106039419
84021;BRANTES;84390;84;BRANTES;7;;44.0935308113, 5.39499418943
84029;CAMARET SUR AIGUES;84850;84;CAMARET SUR AIGUES;18;;44.1751054201, 4.89624702232
84033;CASTELLET;84400;84;CASTELLET;9;;43.9044100699, 5.43397082996
84045;FAUCON;84110;84;FAUCON;6;;44.2444427122, 5.0525358539
84060;LAGARDE D APT;84400;84;LAGARDE D APT;13;;43.9044100699, 5.43397082996
84070;MALEMORT DU COMTAT;84570;84;MALEMORT DU COMTAT;18;;44.041156223, 5.23123539059
84075;METHAMIS;84570;84;METHAMIS;8;;44.041156223, 5.23123539059
84077;MODENE;84330;84;MODENE;6;;44.1247384898, 5.10713671288
85080;DOIX LES FONTAINES;85200;85;DOIX LES FONTAINES;18;;46.4730274645, -0.80431270427
85090;SEVREMONT;85700;85;SEVREMONT;9;LES CHATELLIERS CHATEAUMUR;46.7673763224, -0.80165823115
85092;FONTENAY LE COMTE;85200;85;FONTENAY LE COMTE;17;ST MEDARD DES PRES;46.4730274645, -0.80431270427
85099;LE GIROUARD;85150;85;LE GIROUARD;11;;46.6075226689, -1.65716624427
60296;HANNACHES;60650;60;HANNACHES;9;;49.4573599665, 1.89834324471
60304;HAUTE EPINE;60690;60;HAUTE EPINE;11;;49.5767544168, 1.96574584182
60310;HERCHIES;60112;60;HERCHIES;8;;49.5062949705, 2.00745335083
60311;LA HERELLE;60120;60;LA HERELLE;10;;49.635051878, 2.30289549748
60331;LABOSSE;60590;60;LABOSSE;7;;49.3415342068, 1.82400755251
60342;LAIGNEVILLE;60290;60;LAIGNEVILLE;11;;49.3208581304, 2.42249383706
60360;LIANCOURT;60140;60;LIANCOURT;9;;49.3368593358, 2.481661192
60365;LIHUS;60360;60;LIHUS;5;;49.6178916656, 2.09525706644
60366;LITZ;60510;60;LITZ;4;;49.4379741166, 2.24664384318
60398;LE MESNIL EN THELLE;60530;60;LE MESNIL EN THELLE;19;;49.216636402, 2.27999837361
60399;LE MESNIL ST FIRMIN;60120;60;LE MESNIL ST FIRMIN;19;;49.635051878, 2.30289549748
60404;MOGNEVILLE;60140;60;MOGNEVILLE;10;;49.3368593358, 2.481661192
60409;MONCHY ST ELOI;60290;60;MONCHY ST ELOI;14;;49.3208581304, 2.42249383706
60416;MONTGERAIN;60420;60;MONTGERAIN;10;;49.5636453234, 2.55051414767
60425;MONTREUIL SUR BRECHE;60480;60;MONTREUIL SUR BRECHE;20;;49.5501193764, 2.22856678007
60439;MOUY;60250;60;MOUY;4;;49.3233722877, 2.32362880315
60452;NEUVILLE BOSC;60119;60;NEUVILLE BOSC;13;;49.2082498189, 2.02680448523
60455;LA NEUVILLE GARNIER;60390;60;LA NEUVILLE GARNIER;19;;49.3553181632, 2.00571499045
60458;LA NEUVILLE SUR OUDEUIL;60690;60;LA NEUVILLE SUR OUDEUIL;23;;49.5767544168, 1.96574584182
60483;ORVILLERS SOREL;60490;60;ORVILLERS SOREL;15;;49.556415146, 2.73149689766
60491;PIERREFONDS;60350;60;PIERREFONDS;11;;49.3928570871, 3.00399957005
60520;LE QUESNEL AUBRY;60480;60;LE QUESNEL AUBRY;16;;49.5501193764, 2.22856678007
60544;ROCQUENCOURT;60120;60;ROCQUENCOURT;12;;49.635051878, 2.30289549748
60551;ROUSSELOY;60660;60;ROUSSELOY;9;;49.2665303301, 2.368580624
60553;ROUVILLERS;60190;60;ROUVILLERS;10;;49.4441474919, 2.63402054798
60554;ROUVRES EN MULTIEN;60620;60;ROUVRES EN MULTIEN;18;;49.1331052887, 2.95794757109
60556;ROYAUCOURT;60420;60;ROYAUCOURT;10;;49.5636453234, 2.55051414767
60563;SACY LE PETIT;60190;60;SACY LE PETIT;13;;49.4441474919, 2.63402054798
60566;ST ARNOULT;60220;60;ST ARNOULT;10;;49.6701380861, 1.7732703631
60570;ST CREPIN IBOUVILLERS;60149;60;ST CREPIN IBOUVILLERS;21;;49.2647702615, 2.06451028486
60570;ST CREPIN IBOUVILLERS;60790;60;ST CREPIN IBOUVILLERS;21;MONTHERLANT;49.2852248633, 2.06991456979
60578;SAINTINES;60410;60;SAINTINES;9;;49.2959209598, 2.7176751302
60582;ST LEGER AUX BOIS;60170;60;ST LEGER AUX BOIS;17;;49.4914347292, 2.97702281469
60584;ST LEU D ESSERENT;60340;60;ST LEU D ESSERENT;17;;49.2256444487, 2.40347710853
60585;ST MARTIN AUX BOIS;60420;60;ST MARTIN AUX BOIS;18;;49.5636453234, 2.55051414767
60586;ST MARTIN LE NOEUD;60000;60;ST MARTIN LE NOEUD;18;;49.4271955038, 2.08477380746
60587;ST MARTIN LONGUEAU;60700;60;ST MARTIN LONGUEAU;18;;49.3126437844, 2.60059059773
60591;ST PAUL;60650;60;ST PAUL;7;;49.4573599665, 1.89834324471
60592;ST PIERRE ES CHAMPS;60850;60;ST PIERRE ES CHAMPS;19;;49.4183231211, 1.8058971314
60602;ST VALERY;60220;60;ST VALERY;9;;49.6701380861, 1.7732703631
60604;SARCUS;60210;60;SARCUS;6;;49.6663772871, 1.94666817033
60605;SARNOIS;60210;60;SARNOIS;7;;49.6663772871, 1.94666817033
60610;SEMPIGNY;60400;60;SEMPIGNY;8;;49.570596222, 3.03778174468
60612;SENLIS;60300;60;SENLIS;6;;49.1906530506, 2.62507513923
60618;SERY MAGNEVAL;60800;60;SERY MAGNEVAL;13;;49.2264878438, 2.85069781136
60619;SILLY LE LONG;60330;60;SILLY LE LONG;13;;49.0926155982, 2.75103506879
60624;SULLY;60380;60;SULLY;5;;49.5631280585, 1.8175486529
60626;TALMONTIERS;60590;60;TALMONTIERS;11;;49.3415342068, 1.82400755251
60629;THERINES;60380;60;THERINES;8;;49.5631280585, 1.8175486529
60633;THIEULOY ST ANTOINE;60210;60;THIEULOY ST ANTOINE;19;;49.6663772871, 1.94666817033
60636;THOUROTTE;60150;60;THOUROTTE;9;;49.4815431132, 2.85458399413
60640;TOURLY;60240;60;TOURLY;6;;49.2430055349, 1.88749117657
60646;TROISSEREUX;60112;60;TROISSEREUX;11;;49.5062949705, 2.00745335083
60654;VANDELICOURT;60490;60;VANDELICOURT;12;;49.556415146, 2.73149689766
60655;VARESNES;60400;60;VARESNES;8;;49.570596222, 3.03778174468
60656;VARINFROY;60890;60;VARINFROY;9;;49.150402351, 3.06617121499
60659;VAUDANCOURT;60240;60;VAUDANCOURT;11;;49.2430055349, 1.88749117657
60660;LE VAUMAIN;60590;60;LE VAUMAIN;10;;49.3415342068, 1.82400755251
60661;VAUMOISE;60117;60;VAUMOISE;8;;49.2419560642, 2.9827380143
60664;VENDEUIL CAPLY;60120;60;VENDEUIL CAPLY;14;;49.635051878, 2.30289549748
60667;VERBERIE;60410;60;VERBERIE;8;;49.2959209598, 2.7176751302
60668;VERDEREL LES SAUQUEUSE;60112;60;VERDEREL LES SAUQUEUSE;22;;49.5062949705, 2.00745335083
60670;VERNEUIL EN HALATTE;60550;60;VERNEUIL EN HALATTE;19;;49.2734564463, 2.53426475561
60678;VILLENEUVE LES SABLONS;60175;60;VILLENEUVE LES SABLONS;22;;49.2336117395, 2.07412380556
60679;LA VILLENEUVE SOUS THURY;60890;60;LA VILLENEUVE SOUS THURY;24;;49.150402351, 3.06617121499
60686;VILLERS SOUS ST LEU;60340;60;VILLERS SOUS ST LEU;19;;49.2256444487, 2.40347710853
60687;VILLERS SUR AUCHY;60650;60;VILLERS SUR AUCHY;17;;49.4573599665, 1.89834324471
60697;VROCOURT;60112;60;VROCOURT;8;;49.5062949705, 2.00745335083
61001;ALENCON;61000;61;ALENCON;7;;48.4294187763, 0.088345615329
61002;ALMENECHES;61570;61;ALMENECHES;10;;48.6574688891, 0.0273677647898
61007;ATHIS VAL DE ROUVRE;61100;61;ATHIS VAL DE ROUVRE;19;NOTRE DAME DU ROCHER;48.7672025982, -0.554045579271
76047;AUZOUVILLE SUR SAANE;76730;76;AUZOUVILLE SUR SAANE;20;;49.796069527, 0.969746100995
76053;BAILLOLET;76660;76;BAILLOLET;9;;49.839692495, 1.41105413931
76055;BAONS LE COMTE;76190;76;BAONS LE COMTE;14;;49.6137220579, 0.75005615397
76060;BEAUBEC LA ROSIERE;76440;76;BEAUBEC LA ROSIERE;18;;49.6188544023, 1.54394824597
76064;BEAUREPAIRE;76280;76;BEAUREPAIRE;11;;49.6375220481, 0.236587220503
76065;BEAUSSAULT;76870;76;BEAUSSAULT;10;;49.670350783, 1.60614437004
76068;BEC DE MORTAGNE;76110;76;BEC DE MORTAGNE;15;;49.6526203294, 0.399455175841
76076;BENARVILLE;76110;76;BENARVILLE;10;;49.6526203294, 0.399455175841
76079;BENOUVILLE;76790;76;BENOUVILLE;10;;49.697742168, 0.254535671829
76088;BERVILLE SUR SEINE;76480;76;BERVILLE SUR SEINE;18;;49.4756537781, 0.881261828892
76103;BONSECOURS;76240;76;BONSECOURS;10;;49.4050423755, 1.13866977273
76106;BOIS D ENNEBOURG;76160;76;BOIS D ENNEBOURG;16;;49.45757124, 1.20910529231
76109;BOIS HEROULT;76750;76;BOIS HEROULT;12;;49.5594523897, 1.35159679533
76133;LE BOURG DUN;76740;76;LE BOURG DUN;12;;49.8334810107, 0.84718181664
76136;BRACHY;76730;76;BRACHY;6;;49.796069527, 0.969746100995
76146;BUCHY;76750;76;BUCHY;5;;49.5594523897, 1.35159679533
76148;BURES EN BRAY;76660;76;BURES EN BRAY;13;;49.839692495, 1.41105413931
76155;CANEHAN;76260;76;CANEHAN;7;;49.9895883457, 1.42435065145
76160;CARVILLE LA FOLLETIERE;76190;76;CARVILLE LA FOLLETIERE;22;;49.6137220579, 0.75005615397
76167;CAUVILLE SUR MER;76930;76;CAUVILLE SUR MER;16;;49.5712629659, 0.127046049266
76298;GANZEVILLE;76400;76;GANZEVILLE;10;;49.7369377519, 0.397555016947
76300;GERVILLE;76790;76;GERVILLE;8;;49.697742168, 0.254535671829
76308;GONNEVILLE SUR SCIE;76590;76;GONNEVILLE SUR SCIE;19;;49.7970976502, 1.12197403222
76311;GOUPILLIERES;76570;76;GOUPILLIERES;12;;49.5940361385, 0.950208566967
76316;GRAINVILLE SUR RY;76116;76;GRAINVILLE SUR RY;17;;49.4774300897, 1.31326170065
76322;LE GRAND QUEVILLY;76120;76;LE GRAND QUEVILLY;17;;49.40932157, 1.03989474856
76323;GRAVAL;76270;76;GRAVAL;6;;49.7406847594, 1.46475769739
76332;GRUMESNIL;76440;76;GRUMESNIL;9;;49.6188544023, 1.54394824597
76340;HARCANVILLE;76560;76;HARCANVILLE;11;;49.7257116216, 0.791799762014
76341;HARFLEUR;76700;76;HARFLEUR;8;;49.4973035255, 0.236903290282
76344;HAUDRICOURT;76390;76;HAUDRICOURT;11;;49.7548408917, 1.67360909964
76366;LE HOULME;76770;76;LE HOULME;9;;49.5108089037, 1.07268488267
76379;LAMBERVILLE;76730;76;LAMBERVILLE;11;;49.796069527, 0.969746100995
76388;LINTOT;76210;76;LINTOT;6;;49.5851184372, 0.501047284927
76390;LES LOGES;76790;76;LES LOGES;9;;49.697742168, 0.254535671829
76395;LONGUEIL;76860;76;LONGUEIL;8;;49.8805230118, 0.952829289971
76412;MARTAINVILLE EPREVILLE;76116;76;MARTAINVILLE EPREVILLE;22;;49.4774300897, 1.31326170065
76421;MELAMARE;76170;76;MELAMARE;8;;49.5137047652, 0.527687035677
76654;ST VAAST DU VAL;76890;76;ST VAAST DU VAL;15;;49.6903705547, 1.028862596
76656;ST VICTOR L ABBAYE;76890;76;ST VICTOR L ABBAYE;18;;49.6903705547, 1.028862596
76657;ST VIGOR D YMONVILLE;76430;76;ST VIGOR D YMONVILLE;20;;49.5106363792, 0.356900771027
76668;SAUSSAY;76760;76;SAUSSAY;7;;49.6677030275, 0.908405860625
76669;SAUSSEUZEMARE EN CAUX;76110;76;SAUSSEUZEMARE EN CAUX;21;;49.6526203294, 0.399455175841
76691;LE THIL RIBERPRE;76440;76;LE THIL RIBERPRE;16;;49.6188544023, 1.54394824597
76697;TORCY LE GRAND;76590;76;TORCY LE GRAND;14;;49.7970976502, 1.12197403222
76703;TOUFFREVILLE SUR EU;76910;76;TOUFFREVILLE SUR EU;19;;50.002581149, 1.30116674877
76706;TOURVILLE LES IFS;76400;76;TOURVILLE LES IFS;17;;49.7369377519, 0.397555016947
76711;LE TREPORT;76470;76;LE TREPORT;10;;50.053047753, 1.37179917603
76712;LA TRINITE DU MONT;76170;76;LA TRINITE DU MONT;18;;49.5137047652, 0.527687035677
76718;VALLIQUERVILLE;76190;76;VALLIQUERVILLE;14;;49.6137220579, 0.75005615397
76727;VATTEVILLE LA RUE;76940;76;VATTEVILLE LA RUE;17;;49.4548266435, 0.725950851811
76729;VEAUVILLE LES BAONS;76190;76;VEAUVILLE LES BAONS;19;;49.6137220579, 0.75005615397
76735;VEULES LES ROSES;76980;76;VEULES LES ROSES;16;;49.8665948016, 0.785579468309
76737;VIBEUF;76760;76;VIBEUF;6;;49.6677030275, 0.908405860625
76739;VIEUX ROUEN SUR BRESLE;76390;76;VIEUX ROUEN SUR BRESLE;22;;49.7548408917, 1.67360909964
76745;VILLY SUR YERES;76260;76;VILLY SUR YERES;15;;49.9895883457, 1.42435065145
76747;VIRVILLE;76110;76;VIRVILLE;8;;49.6526203294, 0.399455175841
76751;YEBLERON;76640;76;YEBLERON;8;;49.6510172179, 0.600020704454
76755;YPREVILLE BIVILLE;76540;76;YPREVILLE BIVILLE;17;;49.7570077564, 0.523798637411
76756;YQUEBEUF;76690;76;YQUEBEUF;8;;49.5862188915, 1.14950930862
76757;YVECRIQUE;76560;76;YVECRIQUE;9;;49.7257116216, 0.791799762014
77005;ANNET SUR MARNE;77410;77;ANNET SUR MARNE;15;;48.9493778355, 2.7161171355
77012;AUGERS EN BRIE;77560;77;AUGERS EN BRIE;14;;48.6366559441, 3.38263980516
77013;AULNOY;77120;77;AULNOY;6;;48.7888234084, 3.09542739342
77015;BABY;77480;77;BABY;4;;48.4107576867, 3.29924400161
77016;BAGNEAUX SUR LOING;77167;77;BAGNEAUX SUR LOING;18;;48.2322771865, 2.71472288232
76181;CLEVILLE;76640;76;CLEVILLE;8;;49.6510172179, 0.600020704454
76195;CRIQUETOT LE MAUCONDUIT;76540;76;CRIQUETOT LE MAUCONDUIT;23;;49.7570077564, 0.523798637411
76197;CRIQUETOT SUR LONGUEVILLE;76590;76;CRIQUETOT SUR LONGUEVILLE;25;;49.7970976502, 1.12197403222
76212;DARNETAL;76160;76;DARNETAL;8;;49.45757124, 1.20910529231
76220;DOUVREND;76630;76;DOUVREND;8;;49.9057063551, 1.31395145931
76222;DUCLAIR;76480;76;DUCLAIR;7;;49.4756537781, 0.881261828892
76225;ECRETTEVILLE LES BAONS;76190;76;ECRETTEVILLE LES BAONS;22;;49.6137220579, 0.75005615397
76239;EPRETOT;76430;76;EPRETOT;7;;49.5106363792, 0.356900771027
76255;EU;76260;76;EU;2;;49.9895883457, 1.42435065145
76262;FESQUES;76270;76;FESQUES;7;;49.7406847594, 1.46475769739
76268;FONGUEUSEMARE;76280;76;FONGUEUSEMARE;13;;49.6375220481, 0.236587220503
76289;ST MARTIN DE L IF;76190;76;ST MARTIN DE L IF;17;BETTEVILLE;49.6137220579, 0.75005615397
76347;HAUTOT LE VATOIS;76190;76;HAUTOT LE VATOIS;16;;49.6137220579, 0.75005615397
76357;HERMEVILLE;76280;76;HERMEVILLE;10;;49.6375220481, 0.236587220503
76364;HODENG HODENGER;76780;76;HODENG HODENGER;15;;49.5162651662, 1.48144260019
76383;LESTANVILLE;76730;76;LESTANVILLE;11;;49.796069527, 0.969746100995
76401;ARELAUNE EN SEINE;76940;76;ARELAUNE EN SEINE;17;ST NICOLAS DE BLIQUETUIT;49.4548266435, 0.725950851811
76402;MALAUNAY;76770;76;MALAUNAY;8;;49.5108089037, 1.07268488267
76410;MAROMME;76150;76;MAROMME;7;LA MAINE;49.4875793097, 1.0078796915
76434;MESNIL RAOUL;76520;76;MESNIL RAOUL;12;;49.3789256618, 1.21574177782
76442;MONCHY SUR EU;76260;76;MONCHY SUR EU;13;;49.9895883457, 1.42435065145
72105;COURGENARD;72320;72;COURGENARD;10;;48.0901638289, 0.763573591227
72108;CRE SUR LOIR;72200;72;CRE SUR LOIR;12;;47.7079550031, -0.103616838489
72109;CRISSE;72140;72;CRISSE;6;;48.1740554406, -0.130919367541
72113;DEGRE;72550;72;DEGRE;5;;48.0233786527, 0.0301205478964
72114;DEHAULT;72400;72;DEHAULT;7;;48.1854654064, 0.626298919368
72123;DUREIL;72270;72;DUREIL;6;;47.7963450353, -0.0561013441942
72124;ECOMMOY;72220;72;ECOMMOY;7;;47.848733999, 0.292551024777
72126;EPINEU LE CHEVREUIL;72540;72;EPINEU LE CHEVREUIL;19;;48.0067192493, -0.121851430688
72141;GESNES LE GANDELIN;72130;72;GESNES LE GANDELIN;18;;48.309288903, -0.0220228837082
72142;GRANDCHAMP;72610;72;GRANDCHAMP;10;;48.3894746655, 0.168582736306
72143;LE GRAND LUCE;72150;72;LE GRAND LUCE;13;;47.8403616783, 0.502697264254
72165;LOMBRON;72450;72;LOMBRON;7;;48.0737249038, 0.408649166982
72169;LOUPLANDE;72210;72;LOUPLANDE;9;;47.9189807529, 0.0347535668684
56011;BEGANNE;56350;56;BEGANNE;7;;47.6324026728, -2.17753231258
56024;BREHAN;56580;56;BREHAN;6;;48.0645686885, -2.7233749534
56026;BUBRY;56310;56;BUBRY;5;;47.9751607277, -3.12433210411
56027;BULEON;56420;56;BULEON;6;;47.8390378246, -2.64768279068
56032;CAMPENEAC;56800;56;CAMPENEAC;9;;47.9419730138, -2.35837892185
56038;LA CHAPELLE GACELINE;56200;56;LA CHAPELLE GACELINE;20;;47.7586563678, -2.1829238317
56039;LA CHAPELLE NEUVE;56500;56;LA CHAPELLE NEUVE;17;;47.9163628401, -2.81404432498
56043;CONCORET;56430;56;CONCORET;8;;48.0681408397, -2.31392904307
56045;LE COURS;56230;56;LE COURS;8;;47.6890583485, -2.46488930013
56046;CRACH;56950;56;CRACH;5;;47.6304651493, -3.00066063673
56050;LA CROIX HELLEAN;56120;56;LA CROIX HELLEAN;16;;47.9731815307, -2.58477495892
56052;DAMGAN;56750;56;DAMGAN;6;;47.5217687274, -2.57836197527
56057;LE FAOUET;56320;56;LE FAOUET;9;;48.0259259973, -3.47528585034
56063;GESTEL;56530;56;GESTEL;6;;47.7891669692, -3.42348141885
56067;GRAND CHAMP;56390;56;GRAND CHAMP;11;;47.7748700916, -2.83665488013
56071;GUEHENNO;56420;56;GUEHENNO;8;;47.8390378246, -2.64768279068
56072;GUELTAS;56920;56;GUELTAS;7;;48.081238115, -2.86082261519
56073;GUEMENE SUR SCORFF;56160;56;GUEMENE SUR SCORFF;18;;48.075486202, -3.23804952585
56074;GUENIN;56150;56;GUENIN;6;;47.8954786966, -3.01425366823
56075;GUER;56380;56;GUER;4;COETQUIDAN BELLEVUE;47.9150020404, -2.16277339517
56081;GUISCRIFF;56560;56;GUISCRIFF;9;;48.0425866402, -3.62363029041
56084;LE HEZO;56450;56;LE HEZO;7;;47.5984313167, -2.64319395081
56097;LANDEVANT;56690;56;LANDEVANT;9;;47.758091509, -3.12551793319
56099;LANGOELAN;56160;56;LANGOELAN;9;;48.075486202, -3.23804952585
56107;LARMOR PLAGE;56260;56;LARMOR PLAGE;12;;47.7160037145, -3.39135560141
